 TITLE LINE 1 - Subbasin ID 3 | Simulation Years: 1981-2020
 TITLE LINE 2 - Source: TrabajoFM model
 TITLE LINE 3 - Units: kg/day | DRAINAGE_AREA (km²): {area_str}
 TITLE LINE 4 - Period: 1981-2020
 TITLE LINE 5 - 
 YEAR            FLOYR            SEDYR           ORGNYR           ORGPYR            NO3YR            NH3YR            NO2YR           MINPYR           CBODYR          DISOXYR           CHLAYR         SOLPSTYR         SRBPSTYR          BACTPYR         BACTLPYR          CMTL1YR          CMTL2YR          CMTL3YR
 1991 8.5350000000E+01 6.1452000000E+01 1.2802500000E+00 2.5605000000E-01 0.0000000000E+00 2.1337500000E+00 0.0000000000E+00 4.2675000000E-01 1.8777000000E+01 2.1337500000E-01 8.5000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1992 8.4900000000E+01 6.1128000000E+01 1.2735000000E+00 2.5470000000E-01 0.0000000000E+00 2.1225000000E+00 0.0000000000E+00 4.2450000000E-01 1.8678000000E+01 2.1225000000E-01 8.5000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1993 8.4600000000E+01 6.0912000000E+01 1.2690000000E+00 2.5380000000E-01 0.0000000000E+00 2.1150000000E+00 0.0000000000E+00 4.2300000000E-01 1.8612000000E+01 2.1150000000E-01 8.5000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1994 8.4300000000E+01 6.0696000000E+01 1.2645000000E+00 2.5290000000E-01 0.0000000000E+00 2.1075000000E+00 0.0000000000E+00 4.2150000000E-01 1.8546000000E+01 2.1075000000E-01 8.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1995 8.4000000000E+01 6.0480000000E+01 1.2600000000E+00 2.5200000000E-01 0.0000000000E+00 2.1000000000E+00 0.0000000000E+00 4.2000000000E-01 1.8480000000E+01 2.1000000000E-01 8.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1996 8.3700000000E+01 6.0264000000E+01 1.2555000000E+00 2.5110000000E-01 0.0000000000E+00 2.0925000000E+00 0.0000000000E+00 4.1850000000E-01 1.8414000000E+01 2.0925000000E-01 8.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1997 8.3400000000E+01 6.0048000000E+01 1.2510000000E+00 2.5020000000E-01 0.0000000000E+00 2.0850000000E+00 0.0000000000E+00 4.1700000000E-01 1.8348000000E+01 2.0850000000E-01 8.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1998 8.3100000000E+01 5.9832000000E+01 1.2465000000E+00 2.4930000000E-01 0.0000000000E+00 2.0775000000E+00 0.0000000000E+00 4.1550000000E-01 1.8282000000E+01 2.0775000000E-01 8.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1999 8.2800000000E+01 5.9616000000E+01 1.2420000000E+00 2.4840000000E-01 0.0000000000E+00 2.0700000000E+00 0.0000000000E+00 4.1400000000E-01 1.8216000000E+01 2.0700000000E-01 8.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2000 8.2500000000E+01 5.9400000000E+01 1.2375000000E+00 2.4750000000E-01 0.0000000000E+00 2.0625000000E+00 0.0000000000E+00 4.1250000000E-01 1.8150000000E+01 2.0625000000E-01 8.2000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2001 8.2200000000E+01 5.9184000000E+01 1.2330000000E+00 2.4660000000E-01 0.0000000000E+00 2.0550000000E+00 0.0000000000E+00 4.1100000000E-01 1.8084000000E+01 2.0550000000E-01 8.2000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2002 8.0850000000E+01 5.8212000000E+01 1.2127500000E+00 2.4255000000E-01 0.0000000000E+00 2.0212500000E+00 0.0000000000E+00 4.0425000000E-01 1.7787000000E+01 2.0212500000E-01 8.1000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2003 7.9500000000E+01 5.7240000000E+01 1.1925000000E+00 2.3850000000E-01 0.0000000000E+00 1.9875000000E+00 0.0000000000E+00 3.9750000000E-01 1.7490000000E+01 1.9875000000E-01 7.9000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2004 7.8300000000E+01 5.6376000000E+01 1.1745000000E+00 2.3490000000E-01 0.0000000000E+00 1.9575000000E+00 0.0000000000E+00 3.9150000000E-01 1.7226000000E+01 1.9575000000E-01 7.8000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2005 7.6950000000E+01 5.5404000000E+01 1.1542500000E+00 2.3085000000E-01 0.0000000000E+00 1.9237500000E+00 0.0000000000E+00 3.8475000000E-01 1.6929000000E+01 1.9237500000E-01 7.7000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2006 7.5750000000E+01 5.4540000000E+01 1.1362500000E+00 2.2725000000E-01 0.0000000000E+00 1.8937500000E+00 0.0000000000E+00 3.7875000000E-01 1.6665000000E+01 1.8937500000E-01 7.6000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2007 7.4400000000E+01 5.3568000000E+01 1.1160000000E+00 2.2320000000E-01 0.0000000000E+00 1.8600000000E+00 0.0000000000E+00 3.7200000000E-01 1.6368000000E+01 1.8600000000E-01 7.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2008 7.3050000000E+01 5.2596000000E+01 1.0957500000E+00 2.1915000000E-01 0.0000000000E+00 1.8262500000E+00 0.0000000000E+00 3.6525000000E-01 1.6071000000E+01 1.8262500000E-01 7.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2009 7.1850000000E+01 5.1732000000E+01 1.0777500000E+00 2.1555000000E-01 0.0000000000E+00 1.7962500000E+00 0.0000000000E+00 3.5925000000E-01 1.5807000000E+01 1.7962500000E-01 7.2000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2010 7.0500000000E+01 5.0760000000E+01 1.0575000000E+00 2.1150000000E-01 0.0000000000E+00 1.7625000000E+00 0.0000000000E+00 3.5250000000E-01 1.5510000000E+01 1.7625000000E-01 7.1000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2011 6.9300000000E+01 4.9896000000E+01 1.0395000000E+00 2.0790000000E-01 0.0000000000E+00 1.7325000000E+00 0.0000000000E+00 3.4650000000E-01 1.5246000000E+01 1.7325000000E-01 6.9000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2012 6.7650000000E+01 4.8708000000E+01 1.0147500000E+00 2.0295000000E-01 0.0000000000E+00 1.6912500000E+00 0.0000000000E+00 3.3825000000E-01 1.4883000000E+01 1.6912500000E-01 6.8000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2013 6.6150000000E+01 4.7628000000E+01 9.9225000000E-01 1.9845000000E-01 0.0000000000E+00 1.6537500000E+00 0.0000000000E+00 3.3075000000E-01 1.4553000000E+01 1.6537500000E-01 6.6000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2014 6.4500000000E+01 4.6440000000E+01 9.6750000000E-01 1.9350000000E-01 0.0000000000E+00 1.6125000000E+00 0.0000000000E+00 3.2250000000E-01 1.4190000000E+01 1.6125000000E-01 6.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2015 6.3000000000E+01 4.5360000000E+01 9.4500000000E-01 1.8900000000E-01 0.0000000000E+00 1.5750000000E+00 0.0000000000E+00 3.1500000000E-01 1.3860000000E+01 1.5750000000E-01 6.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2016 6.1500000000E+01 4.4280000000E+01 9.2250000000E-01 1.8450000000E-01 0.0000000000E+00 1.5375000000E+00 0.0000000000E+00 3.0750000000E-01 1.3530000000E+01 1.5375000000E-01 6.2000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2017 5.9850000000E+01 4.3092000000E+01 8.9775000000E-01 1.7955000000E-01 0.0000000000E+00 1.4962500000E+00 0.0000000000E+00 2.9925000000E-01 1.3167000000E+01 1.4962500000E-01 6.0000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2018 5.8350000000E+01 4.2012000000E+01 8.7525000000E-01 1.7505000000E-01 0.0000000000E+00 1.4587500000E+00 0.0000000000E+00 2.9175000000E-01 1.2837000000E+01 1.4587500000E-01 5.8000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2019 5.6700000000E+01 4.0824000000E+01 8.5050000000E-01 1.7010000000E-01 0.0000000000E+00 1.4175000000E+00 0.0000000000E+00 2.8350000000E-01 1.2474000000E+01 1.4175000000E-01 5.7000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2020 5.5200000000E+01 3.9744000000E+01 8.2800000000E-01 1.6560000000E-01 0.0000000000E+00 1.3800000000E+00 0.0000000000E+00 2.7600000000E-01 1.2144000000E+01 1.3800000000E-01 5.5000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
